line	trial	heading date
'2AB04-X00018-3'	CAPWUE_2012_NormN-Irr_Aberdeen	170
'2AB04-X00018-3'	CAPWUE_2012_LowN-Irr_Aberdeen	168.999999999999
'2AB04-X00018-3'	CAPWUE_2013_NormN-Irr_Aberdeen	168
'2AB04-X00018-3'	CAPWUE_2013_LowN-Irr_Aberdeen	165
'2AB04-X00021-1'	CAP-2_2007_Aberdeen	71
'2AB04-X00021-1'	CAPAB_2007_FortCollins	108
'2AB04-X00022-4'	CAP-2_2007_Aberdeen	73
'2AB04-X00022-4'	CAPAB_2007_FortCollins	106
'2AB04-X00026-2'	CAP-2_2007_Aberdeen	69
'2AB04-X00026-2'	CAPAB_2007_FortCollins	106
'2AB04-X00026-3'	CAP-2_2007_Aberdeen	69
'2AB04-X00026-3'	CAPAB_2007_FortCollins	104
'2AB04-X00027-4'	CAP-2_2007_Aberdeen	69
'2AB04-X00027-4'	CAPAB_2007_FortCollins	103
'2AB04-X00027-9'	CAP-2_2007_Aberdeen	71
'2AB04-X00027-9'	CAPAB_2007_FortCollins	106
'2AB04-X00030-2'	CAP-2_2007_Aberdeen	72
'2AB04-X00030-2'	CAPAB_2007_FortCollins	103
'2AB04-X00031-1'	CAP-2_2007_Aberdeen	71
'2AB04-X00031-1'	CAPAB_2007_FortCollins	102
'2AB04-X00102-2'	CAP-2_2007_Aberdeen	71
'2AB04-X00102-2'	CAPAB_2007_FortCollins	106
'2AB04-X00103-4'	CAP-2_2007_Aberdeen	71
'2AB04-X00103-4'	CAPAB_2007_FortCollins	103
'2AB04-X00103-5'	CAP-2_2007_Aberdeen	71
'2AB04-X00103-5'	CAPAB_2007_FortCollins	106
'2AB04-X00104-7'	CAP-2_2007_Aberdeen	68
'2AB04-X00104-7'	CAPAB_2007_FortCollins	103
'2AB04-X00104-8'	CAP-2_2007_Aberdeen	70
'2AB04-X00104-8'	CAPAB_2007_FortCollins	99
'2AB04-X00104-8'	CAPWUE_2012_NormN-Irr_Aberdeen	168
'2AB04-X00104-8'	CAPWUE_2012_LowN-Irr_Aberdeen	166.999999999999
'2AB04-X00104-8'	CAPWUE_2013_NormN-Irr_Aberdeen	164
'2AB04-X00104-8'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'2AB04-X01025-2'	CAP-2_2007_Aberdeen	70
'2AB04-X01025-2'	CAPAB_2007_FortCollins	104
'2AB04-X01027-1'	CAP-2_2007_Aberdeen	71
'2AB04-X01027-1'	CAPAB_2007_FortCollins	103
'2AB04-X01027-2'	CAP-2_2007_Aberdeen	70
'2AB04-X01027-2'	CAPAB_2007_FortCollins	102
'2AB04-X01029-3'	CAP-2_2007_Aberdeen	72
'2AB04-X01029-3'	CAPAB_2007_FortCollins	104
'2AB04-X01029-5'	CAP-2_2007_Aberdeen	72
'2AB04-X01029-5'	CAPAB_2007_FortCollins	105
'2AB04-X01029-7'	CAP-2_2007_Aberdeen	70
'2AB04-X01029-7'	CAPAB_2007_FortCollins	106
'2AB04-X01030-1'	CAP-2_2007_Aberdeen	68
'2AB04-X01030-1'	CAPAB_2007_FortCollins	103
'2AB04-X01033-3'	CAP-2_2007_Aberdeen	72
'2AB04-X01033-3'	CAPAB_2007_FortCollins	106
'2AB04-X01033-6'	CAP-2_2007_Aberdeen	70
'2AB04-X01033-6'	CAPAB_2007_FortCollins	103
'2AB04-X01037-1'	CAP-2_2007_Aberdeen	68
'2AB04-X01037-1'	CAPAB_2007_FortCollins	99
'2AB04-X01039-2'	CAP-2_2007_Aberdeen	69
'2AB04-X01039-2'	CAPAB_2007_FortCollins	106
'2AB04-X01039-2'	CAPWUE_2012_NormN-Irr_Aberdeen	168
'2AB04-X01039-2'	CAPWUE_2012_LowN-Irr_Aberdeen	165.999999999999
'2AB04-X01039-2'	CAPWUE_2013_NormN-Irr_Aberdeen	165
'2AB04-X01039-2'	CAPWUE_2013_LowN-Irr_Aberdeen	165
'2AB04-X01074-5'	CAP-2_2007_Aberdeen	68
'2AB04-X01074-5'	CAPAB_2007_FortCollins	99
'2AB04-X01076-3'	CAP-2_2007_Aberdeen	71
'2AB04-X01076-3'	CAPAB_2007_FortCollins	103
'2AB04-X01082-10'	CAP-2_2007_Aberdeen	72
'2AB04-X01082-10'	CAPAB_2007_FortCollins	103
'2AB04-X01082-12'	CAP-2_2007_Aberdeen	70
'2AB04-X01082-12'	CAPAB_2007_FortCollins	99
'2AB04-X01082-15'	CAP-2_2007_Aberdeen	72
'2AB04-X01082-15'	CAPAB_2007_FortCollins	103
'2AB04-X01082-5'	CAP-2_2007_Aberdeen	69
'2AB04-X01082-5'	CAPAB_2007_FortCollins	105
'2AB04-X01083-9'	CAP-2_2007_Aberdeen	73
'2AB04-X01083-9'	CAPAB_2007_FortCollins	106
'2AB04-X01084-15'	CAP-2_2007_Aberdeen	70
'2AB04-X01084-15'	CAPAB_2007_FortCollins	99
'2AB04-X01084-17'	CAP-2_2007_Aberdeen	70
'2AB04-X01084-17'	CAPAB_2007_FortCollins	106
'2AB04-X01084-26'	CAP-2_2007_Aberdeen	70
'2AB04-X01084-26'	CAPAB_2007_FortCollins	106
'2AB04-X01084-27'	CAP-2_2007_Aberdeen	70
'2AB04-X01084-27'	CAPAB_2007_FortCollins	100
'2AB04-X01084-6'	CAP-2_2007_Aberdeen	70
'2AB04-X01084-6'	CAPAB_2007_FortCollins	106
'2AB04-X01085-13'	CAP-2_2007_Aberdeen	71
'2AB04-X01085-13'	CAPAB_2007_FortCollins	102
'2AB04-X01085-14'	CAP-2_2007_Aberdeen	70
'2AB04-X01085-3'	CAP-2_2007_Aberdeen	69
'2AB04-X01085-3'	CAPAB_2007_FortCollins	106
'2AB04-X01085-6'	CAP-2_2007_Aberdeen	68
'2AB04-X01085-6'	CAPAB_2007_FortCollins	103
'2AB04-X01085-6'	CAPWUE_2012_NormN-Irr_Aberdeen	167.5
'2AB04-X01085-6'	CAPWUE_2012_LowN-Irr_Aberdeen	165.999999999999
'2AB04-X01085-6'	CAPWUE_2013_NormN-Irr_Aberdeen	166
'2AB04-X01085-6'	CAPWUE_2013_LowN-Irr_Aberdeen	165
'2AB04-X01093-3'	CAP-2_2007_Aberdeen	74
'2AB04-X01093-3'	CAPAB_2007_FortCollins	108
'2AB04-X01093-6'	CAP-2_2007_Aberdeen	72
'2AB04-X01093-6'	CAPAB_2007_FortCollins	106
'2AB04-X01095-10'	CAP-2_2007_Aberdeen	70
'2AB04-X01095-10'	CAPAB_2007_FortCollins	103
'2ND26306'	Expt41_2007_Langdon	53.7777778
'2ND26306'	CAPN2_2007_FortCollins	96
'2ND26306'	FHBN_2007_Crookston	55.5
'2ND26307'	Expt41_2007_Langdon	54.7777778
'2ND26307'	CAPN2_2007_FortCollins	97
'2ND26307'	FHBN_2007_Crookston	53
'2ND26307'	CAPWUE_2012_NormN-Irr_Aberdeen	167.000000000004
'2ND26307'	CAPWUE_2012_LowN-Irr_Aberdeen	168.000000000004
'2ND26307'	CAPWUE_2013_NormN-Irr_Aberdeen	162.999999999998
'2ND26307'	CAPWUE_2013_LowN-Irr_Aberdeen	161.000000000003
'2ND26308'	Expt41_2007_Langdon	54.7777778
'2ND26308'	CAPN2_2007_FortCollins	98
'2ND26308'	FHBN_2007_Crookston	53.5
'2ND26309'	Expt41_2007_Langdon	54.7777778
'2ND26309'	CAPN2_2007_FortCollins	97
'2ND26309'	FHBN_2007_Crookston	53.5
'2ND26310'	Expt41_2007_Langdon	55.7777778
'2ND26310'	CAPN2_2007_FortCollins	96
'2ND26310'	FHBN_2007_Crookston	55
'2ND26311'	Expt41_2007_Langdon	54.7777778
'2ND26311'	CAPN2_2007_FortCollins	97
'2ND26311'	FHBN_2007_Crookston	60
'2ND26312'	Expt41_2007_Langdon	54.7777778
'2ND26312'	CAPN2_2007_FortCollins	97
'2ND26312'	FHBN_2007_Crookston	54
'2ND26313'	Expt41_2007_Langdon	54.7777778
'2ND26313'	CAPN2_2007_FortCollins	96
'2ND26313'	FHBN_2007_Crookston	56.5
'2ND26313'	CAPWUE_2012_NormN-Irr_Aberdeen	165
'2ND26313'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND26313'	CAPWUE_2013_NormN-Irr_Aberdeen	162
'2ND26313'	CAPWUE_2013_LowN-Irr_Aberdeen	161
'2ND26314'	Expt41_2007_Langdon	53.7777778
'2ND26314'	CAPN2_2007_FortCollins	98
'2ND26314'	FHBN_2007_Crookston	56.5
'2ND26315'	Expt41_2007_Langdon	48.7777778
'2ND26315'	CAPN2_2007_FortCollins	91
'2ND26315'	FHBN_2007_Crookston	54
'2ND26316'	Expt41_2007_Langdon	47.7777778
'2ND26316'	CAPN2_2007_FortCollins	92
'2ND26316'	FHBN_2007_Crookston	52
'2ND26317'	Expt41_2007_Langdon	51.7777778
'2ND26317'	CAPN2_2007_FortCollins	92
'2ND26317'	FHBN_2007_Crookston	58
'2ND26318'	Expt41_2007_Langdon	54.7777778
'2ND26318'	CAPN2_2007_FortCollins	90
'2ND26318'	FHBN_2007_Crookston	52.5
'2ND26318'	CAPWUE_2012_NormN-Irr_Aberdeen	163
'2ND26318'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND26318'	CAPWUE_2013_NormN-Irr_Aberdeen	160
'2ND26318'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND26319'	Expt41_2007_Langdon	55.7777778
'2ND26319'	CAPN2_2007_FortCollins	103
'2ND26319'	FHBN_2007_Crookston	56.5
'2ND26320'	Expt41_2007_Langdon	54.7777778
'2ND26320'	CAPN2_2007_FortCollins	97
'2ND26320'	FHBN_2007_Crookston	55
'2ND26321'	Expt41_2007_Langdon	53.7777778
'2ND26321'	CAPN2_2007_FortCollins	98
'2ND26321'	FHBN_2007_Crookston	57
'2ND26322'	Expt41_2007_Langdon	53.7777778
'2ND26322'	CAPN2_2007_FortCollins	97
'2ND26322'	FHBN_2007_Crookston	55
'2ND26323'	Expt41_2007_Langdon	53.7777778
'2ND26323'	CAPN2_2007_FortCollins	94
'2ND26323'	FHBN_2007_Crookston	56.5
'2ND26324'	Expt41_2007_Langdon	51.7777778
'2ND26324'	CAPN2_2007_FortCollins	96
'2ND26324'	FHBN_2007_Crookston	56
'2ND26325'	Expt41_2007_Langdon	52.7777778
'2ND26325'	CAPN2_2007_FortCollins	93
'2ND26325'	FHBN_2007_Crookston	56
'2ND26326'	Expt41_2007_Langdon	53.7777778
'2ND26326'	CAPN2_2007_FortCollins	95
'2ND26326'	FHBN_2007_Crookston	57.5
'2ND26327'	Expt41_2007_Langdon	52.7777778
'2ND26327'	CAPN2_2007_FortCollins	90
'2ND26327'	FHBN_2007_Crookston	58
'2ND26328'	Expt41_2007_Langdon	54.7777778
'2ND26328'	CAPN2_2007_FortCollins	98
'2ND26328'	FHBN_2007_Crookston	56.5
'2ND26329'	Expt41_2007_Langdon	55.7777778
'2ND26329'	CAPN2_2007_FortCollins	97
'2ND26329'	FHBN_2007_Crookston	53
'2ND26330'	Expt41_2007_Langdon	53.7777778
'2ND26330'	CAPN2_2007_FortCollins	96
'2ND26330'	FHBN_2007_Crookston	53
'2ND26330'	CAPWUE_2012_NormN-Irr_Aberdeen	165.5
'2ND26330'	CAPWUE_2012_LowN-Irr_Aberdeen	164.999999999999
'2ND26330'	CAPWUE_2013_NormN-Irr_Aberdeen	163
'2ND26330'	CAPWUE_2013_LowN-Irr_Aberdeen	162
'2ND26331'	Expt41_2007_Langdon	51.7777778
'2ND26331'	CAPN2_2007_FortCollins	92
'2ND26331'	FHBN_2007_Crookston	53
'2ND26332'	Expt41_2007_Langdon	51.7777778
'2ND26332'	CAPN2_2007_FortCollins	96
'2ND26332'	FHBN_2007_Crookston	52
'2ND26333'	Expt41_2007_Langdon	54.7777778
'2ND26333'	CAPN2_2007_FortCollins	98
'2ND26333'	FHBN_2007_Crookston	51
'2ND26334'	Expt41_2007_Langdon	54.7777778
'2ND26334'	CAPN2_2007_FortCollins	98
'2ND26334'	FHBN_2007_Crookston	52.5
'2ND26335'	Expt41_2007_Langdon	50.7777778
'2ND26335'	CAPN2_2007_FortCollins	87
'2ND26335'	FHBN_2007_Crookston	52.5
'2ND26336'	Expt41_2007_Langdon	52.7777778
'2ND26336'	CAPN2_2007_FortCollins	87
'2ND26336'	FHBN_2007_Crookston	51.5
'2ND26336'	CAPWUE_2012_NormN-Irr_Aberdeen	162.5
'2ND26336'	CAPWUE_2012_LowN-Irr_Aberdeen	162.999999999999
'2ND26336'	CAPWUE_2013_NormN-Irr_Aberdeen	158.5
'2ND26336'	CAPWUE_2013_LowN-Irr_Aberdeen	158
'2ND26337'	Expt41_2007_Langdon	53.7777778
'2ND26337'	CAPN2_2007_FortCollins	91
'2ND26337'	FHBN_2007_Crookston	51.5
'2ND26338'	Expt41_2007_Langdon	47.9444444
'2ND26338'	CAPN2_2007_FortCollins	87
'2ND26338'	FHBN_2007_Crookston	51.5
'2ND26339'	Expt41_2007_Langdon	50.9444444
'2ND26339'	CAPN2_2007_FortCollins	89
'2ND26339'	FHBN_2007_Crookston	55.5
'2ND26340'	Expt41_2007_Langdon	50.9444444
'2ND26340'	CAPN2_2007_FortCollins	87
'2ND26340'	FHBN_2007_Crookston	51.5
'2ND26341'	Expt41_2007_Langdon	49.9444444
'2ND26341'	CAPN2_2007_FortCollins	90
'2ND26341'	FHBN_2007_Crookston	51.5
'2ND26342'	Expt41_2007_Langdon	49.9444444
'2ND26342'	CAPN2_2007_FortCollins	90
'2ND26342'	FHBN_2007_Crookston	56
'2ND26343'	Expt41_2007_Langdon	50.9444444
'2ND26343'	CAPN2_2007_FortCollins	91
'2ND26343'	FHBN_2007_Crookston	55
'2ND26343'	CAPWUE_2012_NormN-Irr_Aberdeen	170.5
'2ND26343'	CAPWUE_2012_LowN-Irr_Aberdeen	168.999999999999
'2ND26343'	CAPWUE_2013_NormN-Irr_Aberdeen	165
'2ND26343'	CAPWUE_2013_LowN-Irr_Aberdeen	165
'2ND26344'	Expt41_2007_Langdon	49.9444444
'2ND26344'	CAPN2_2007_FortCollins	87
'2ND26344'	FHBN_2007_Crookston	55
'2ND26345'	Expt41_2007_Langdon	48.9444444
'2ND26345'	CAPN2_2007_FortCollins	88
'2ND26345'	FHBN_2007_Crookston	54.5
'2ND26346'	Expt41_2007_Langdon	48.9444444
'2ND26346'	CAPN2_2007_FortCollins	89
'2ND26346'	FHBN_2007_Crookston	55
'2ND26347'	Expt41_2007_Langdon	53.9444444
'2ND26347'	CAPN2_2007_FortCollins	96
'2ND26347'	FHBN_2007_Crookston	53
'2ND26348'	Expt41_2007_Langdon	53.9444444
'2ND26348'	CAPN2_2007_FortCollins	92
'2ND26348'	FHBN_2007_Crookston	55
'2ND26348'	CAPWUE_2012_NormN-Irr_Aberdeen	164.5
'2ND26348'	CAPWUE_2012_LowN-Irr_Aberdeen	162.999999999999
'2ND26348'	CAPWUE_2013_NormN-Irr_Aberdeen	159
'2ND26348'	CAPWUE_2013_LowN-Irr_Aberdeen	158
'2ND26349'	Expt41_2007_Langdon	53.9444444
'2ND26349'	CAPN2_2007_FortCollins	94
'2ND26349'	FHBN_2007_Crookston	52
'2ND26350'	Expt41_2007_Langdon	52.9444444
'2ND26350'	CAPN2_2007_FortCollins	94
'2ND26350'	FHBN_2007_Crookston	57.5
'2ND26351'	Expt41_2007_Langdon	52.9444444
'2ND26351'	CAPN2_2007_FortCollins	95
'2ND26351'	FHBN_2007_Crookston	55.5
'2ND26352'	Expt41_2007_Langdon	50.9444444
'2ND26352'	CAPN2_2007_FortCollins	96
'2ND26352'	FHBN_2007_Crookston	56.5
'2ND26353'	Expt41_2007_Langdon	51.9444444
'2ND26353'	CAPN2_2007_FortCollins	93
'2ND26353'	FHBN_2007_Crookston	56.5
'2ND26354'	Expt41_2007_Langdon	47.4444444
'2ND26354'	CAPN2_2007_FortCollins	90
'2ND26354'	FHBN_2007_Crookston	54
'2ND26355'	Expt41_2007_Langdon	52.4444444
'2ND26355'	CAPN2_2007_FortCollins	94
'2ND26355'	FHBN_2007_Crookston	55
'2ND26355'	CAPWUE_2012_NormN-Irr_Aberdeen	165.5
'2ND26355'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND26355'	CAPWUE_2013_NormN-Irr_Aberdeen	161.5
'2ND26355'	CAPWUE_2013_LowN-Irr_Aberdeen	160
'2ND26356'	Expt41_2007_Langdon	52.4444444
'2ND26356'	CAPN2_2007_FortCollins	94
'2ND26356'	FHBN_2007_Crookston	54.5
'2ND26357'	Expt41_2007_Langdon	51.4444444
'2ND26357'	CAPN2_2007_FortCollins	92
'2ND26357'	FHBN_2007_Crookston	53.5
'2ND26358'	Expt41_2007_Langdon	48.4444444
'2ND26358'	CAPN2_2007_FortCollins	87
'2ND26358'	FHBN_2007_Crookston	57.5
'2ND26359'	Expt41_2007_Langdon	49.4444444
'2ND26359'	CAPN2_2007_FortCollins	92
'2ND26359'	FHBN_2007_Crookston	57.5
'2ND26360'	Expt41_2007_Langdon	48.4444444
'2ND26360'	CAPN2_2007_FortCollins	93
'2ND26360'	FHBN_2007_Crookston	56
'2ND26361'	Expt41_2007_Langdon	49.4444444
'2ND26361'	CAPN2_2007_FortCollins	91
'2ND26361'	FHBN_2007_Crookston	58
'2ND26362'	Expt41_2007_Langdon	53.4444444
'2ND26362'	CAPN2_2007_FortCollins	92
'2ND26362'	FHBN_2007_Crookston	55
'2ND26363'	Expt41_2007_Langdon	53.4444444
'2ND26363'	CAPN2_2007_FortCollins	95
'2ND26363'	FHBN_2007_Crookston	55.5
'2ND26364'	Expt41_2007_Langdon	52.4444444
'2ND26364'	CAPN2_2007_FortCollins	97
'2ND26364'	FHBN_2007_Crookston	54
'2ND26365'	Expt41_2007_Langdon	53.4444444
'2ND26365'	CAPN2_2007_FortCollins	93
'2ND26365'	FHBN_2007_Crookston	55
'2ND26366'	Expt41_2007_Langdon	52.4444444
'2ND26366'	CAPN2_2007_FortCollins	94
'2ND26366'	FHBN_2007_Crookston	56.5
'2ND26366'	CAPWUE_2012_NormN-Irr_Aberdeen	163
'2ND26366'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND26366'	CAPWUE_2013_NormN-Irr_Aberdeen	160
'2ND26366'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND26367'	Expt41_2007_Langdon	52.4444444
'2ND26367'	CAPN2_2007_FortCollins	92
'2ND26367'	FHBN_2007_Crookston	54
'2ND26368'	Expt41_2007_Langdon	53.4444444
'2ND26368'	CAPN2_2007_FortCollins	92
'2ND26368'	FHBN_2007_Crookston	54
'2ND26369'	Expt41_2007_Langdon	52.4444444
'2ND26369'	CAPN2_2007_FortCollins	92
'2ND26369'	FHBN_2007_Crookston	57.5
'2ND26369'	CAPWUE_2012_NormN-Irr_Aberdeen	164.5
'2ND26369'	CAPWUE_2012_LowN-Irr_Aberdeen	164.999999999999
'2ND26369'	CAPWUE_2013_NormN-Irr_Aberdeen	160.5
'2ND26369'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND26370'	Expt41_2007_Langdon	50.2777778
'2ND26370'	CAPN2_2007_FortCollins	91
'2ND26370'	FHBN_2007_Crookston	59
'2ND26371'	Expt41_2007_Langdon	49.2777778
'2ND26371'	CAPN2_2007_FortCollins	91
'2ND26371'	FHBN_2007_Crookston	53.5
'2ND26372'	Expt41_2007_Langdon	52.2777778
'2ND26372'	CAPN2_2007_FortCollins	94
'2ND26372'	FHBN_2007_Crookston	58
'2ND26373'	Expt41_2007_Langdon	54.2777778
'2ND26373'	CAPN2_2007_FortCollins	97
'2ND26373'	FHBN_2007_Crookston	54
'2ND26374'	Expt41_2007_Langdon	51.2777778
'2ND26374'	CAPN2_2007_FortCollins	90
'2ND26374'	FHBN_2007_Crookston	53.5
'2ND26375'	Expt41_2007_Langdon	53.2777778
'2ND26375'	CAPN2_2007_FortCollins	91
'2ND26375'	FHBN_2007_Crookston	54.5
'2ND26376'	Expt41_2007_Langdon	53.2777778
'2ND26376'	CAPN2_2007_FortCollins	92
'2ND26376'	FHBN_2007_Crookston	54.5
'2ND26377'	Expt41_2007_Langdon	53.2777778
'2ND26377'	CAPN2_2007_FortCollins	94
'2ND26377'	FHBN_2007_Crookston	58.5
'2ND26378'	Expt41_2007_Langdon	53.2777778
'2ND26378'	CAPN2_2007_FortCollins	91
'2ND26378'	FHBN_2007_Crookston	57
'2ND26378'	CAPWUE_2012_NormN-Irr_Aberdeen	164.5
'2ND26378'	CAPWUE_2012_LowN-Irr_Aberdeen	162.999999999999
'2ND26378'	CAPWUE_2013_NormN-Irr_Aberdeen	160.5
'2ND26378'	CAPWUE_2013_LowN-Irr_Aberdeen	161
'2ND26379'	Expt41_2007_Langdon	57.2777778
'2ND26379'	CAPN2_2007_FortCollins	98
'2ND26379'	FHBN_2007_Crookston	59
'2ND26380'	Expt41_2007_Langdon	55.2777778
'2ND26380'	CAPN2_2007_FortCollins	96
'2ND26380'	FHBN_2007_Crookston	57
'2ND26380'	CAPWUE_2012_NormN-Irr_Aberdeen	165
'2ND26380'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND26380'	CAPWUE_2013_NormN-Irr_Aberdeen	163.5
'2ND26380'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'2ND26381'	Expt41_2007_Langdon	53.2777778
'2ND26381'	CAPN2_2007_FortCollins	99
'2ND26381'	FHBN_2007_Crookston	60.5
'2ND26382'	Expt41_2007_Langdon	54.2777778
'2ND26382'	CAPN2_2007_FortCollins	99
'2ND26382'	FHBN_2007_Crookston	57
'2ND26382'	CAPWUE_2012_NormN-Irr_Aberdeen	168
'2ND26382'	CAPWUE_2012_LowN-Irr_Aberdeen	167.999999999999
'2ND26382'	CAPWUE_2013_NormN-Irr_Aberdeen	162
'2ND26382'	CAPWUE_2013_LowN-Irr_Aberdeen	162
'2ND26383'	Expt41_2007_Langdon	58.2777778
'2ND26383'	CAPN2_2007_FortCollins	103
'2ND26383'	FHBN_2007_Crookston	55.5
'2ND26383'	CAPWUE_2012_NormN-Irr_Aberdeen	171.5
'2ND26383'	CAPWUE_2012_LowN-Irr_Aberdeen	170.999999999999
'2ND26383'	CAPWUE_2013_NormN-Irr_Aberdeen	166
'2ND26383'	CAPWUE_2013_LowN-Irr_Aberdeen	167
'2ND26384'	Expt41_2007_Langdon	55.2777778
'2ND26384'	CAPN2_2007_FortCollins	97
'2ND26384'	FHBN_2007_Crookston	54.5
'2ND26385'	Expt41_2007_Langdon	51.2777778
'2ND26385'	CAPN2_2007_FortCollins	93
'2ND26385'	FHBN_2007_Crookston	56
'2ND26386'	Expt41_2007_Langdon	52.7777778
'2ND26386'	CAPN2_2007_FortCollins	96
'2ND26386'	FHBN_2007_Crookston	56.5
'2ND26387'	Expt41_2007_Langdon	53.7777778
'2ND26387'	CAPN2_2007_FortCollins	97
'2ND26387'	FHBN_2007_Crookston	56
'2ND26388'	Expt41_2007_Langdon	54.7777778
'2ND26388'	CAPN2_2007_FortCollins	98
'2ND26388'	FHBN_2007_Crookston	55
'2ND26389'	Expt41_2007_Langdon	53.7777778
'2ND26389'	CAPN2_2007_FortCollins	96
'2ND26389'	FHBN_2007_Crookston	55
'2ND26389'	CAPWUE_2012_NormN-Irr_Aberdeen	163
'2ND26389'	CAPWUE_2012_LowN-Irr_Aberdeen	162
'2ND26389'	CAPWUE_2013_NormN-Irr_Aberdeen	159.5
'2ND26389'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND26390'	Expt41_2007_Langdon	53.7777778
'2ND26390'	CAPN2_2007_FortCollins	92
'2ND26390'	FHBN_2007_Crookston	58.5
'2ND26391'	Expt41_2007_Langdon	58.7777778
'2ND26391'	CAPN2_2007_FortCollins	97
'2ND26391'	FHBN_2007_Crookston	58.5
'2ND26392'	Expt41_2007_Langdon	54.7777778
'2ND26392'	CAPN2_2007_FortCollins	99
'2ND26392'	FHBN_2007_Crookston	61
'2ND26393'	Expt41_2007_Langdon	58.7777778
'2ND26393'	CAPN2_2007_FortCollins	101
'2ND26393'	FHBN_2007_Crookston	60.5
'2ND26394'	Expt41_2007_Langdon	57.7777778
'2ND26394'	CAPN2_2007_FortCollins	97
'2ND26394'	FHBN_2007_Crookston	56.5
'2ND26394'	CAPWUE_2012_NormN-Irr_Aberdeen	171
'2ND26394'	CAPWUE_2012_LowN-Irr_Aberdeen	169.999999999999
'2ND26394'	CAPWUE_2013_NormN-Irr_Aberdeen	169
'2ND26394'	CAPWUE_2013_LowN-Irr_Aberdeen	169
'2ND26395'	Expt41_2007_Langdon	50.7777778
'2ND26395'	CAPN2_2007_FortCollins	94
'2ND26395'	FHBN_2007_Crookston	54.5
'2ND26396'	Expt41_2007_Langdon	51.7777778
'2ND26396'	CAPN2_2007_FortCollins	94
'2ND26396'	FHBN_2007_Crookston	55
'2ND26397'	Expt41_2007_Langdon	52.7777778
'2ND26397'	CAPN2_2007_FortCollins	100
'2ND26397'	FHBN_2007_Crookston	59
'2ND26398'	Expt41_2007_Langdon	52.7777778
'2ND26398'	CAPN2_2007_FortCollins	98
'2ND26398'	FHBN_2007_Crookston	59
'2ND26399'	Expt41_2007_Langdon	53.7777778
'2ND26399'	CAPN2_2007_FortCollins	97
'2ND26399'	FHBN_2007_Crookston	58.5
'2ND26400'	Expt42_2007_Langdon	53.8
'2ND26400'	CAPN2_2007_FortCollins	95
'2ND26400'	FHBN_2007_Crookston	56
'2ND26401'	Expt42_2007_Langdon	53.4
'2ND26401'	CAPN2_2007_FortCollins	92
'2ND26401'	FHBN_2007_Crookston	55
'05WA-351.2'	CAP1_2007_Genesee	69
'05WA-351.2'	CAP1_2007_Pullman	64
'05WA-351.2'	CAPWA_2007_FortCollins	99
'05WA-302.73'	CAP1_2007_Genesee	71
'05WA-302.73'	CAP1_2007_Pullman	65
'05WA-302.73'	CAPWA_2007_FortCollins	102
'05WA-319.12'	CAP1_2007_Genesee	69
'05WA-319.12'	CAP1_2007_Pullman	64
'05WA-319.12'	CAPWA_2007_FortCollins	99
'05WA-319.12'	CAPWUE_2012_NormN-Irr_Aberdeen	167.5
'05WA-319.12'	CAPWUE_2012_LowN-Irr_Aberdeen	165.999999999999
'05WA-319.12'	CAPWUE_2013_NormN-Irr_Aberdeen	166
'05WA-319.12'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'05WA-368.14'	CAP1_2007_Genesee	72
'05WA-368.14'	CAP1_2007_Pullman	65
'05WA-368.14'	CAPWA_2007_FortCollins	99
'05WA-362.22'	CAP1_2007_Genesee	69
'05WA-362.22'	CAP1_2007_Pullman	65
'05WA-362.22'	CAPWA_2007_FortCollins	95
'05WA-303.6'	CAP1_2007_Genesee	73
'05WA-303.6'	CAP1_2007_Pullman	67
'05WA-303.6'	CAPWA_2007_FortCollins	103
'05WA-303.6'	CAPWUE_2012_NormN-Irr_Aberdeen	169
'05WA-303.6'	CAPWUE_2012_LowN-Irr_Aberdeen	167.999999999999
'05WA-303.6'	CAPWUE_2013_NormN-Irr_Aberdeen	166
'05WA-303.6'	CAPWUE_2013_LowN-Irr_Aberdeen	167
'05WA-325.45'	CAP1_2007_Genesee	68
'05WA-325.45'	CAP1_2007_Pullman	59
'05WA-325.45'	CAPWA_2007_FortCollins	95
'05WA-310.94'	CAP1_2007_Genesee	70
'05WA-310.94'	CAP1_2007_Pullman	63
'05WA-310.94'	CAPWA_2007_FortCollins	100
'05WA-310.96'	CAP1_2007_Genesee	71
'05WA-310.96'	CAP1_2007_Pullman	64
'05WA-310.96'	CAPWA_2007_FortCollins	102
'05WA-303.71'	CAP1_2007_Genesee	71
'05WA-303.71'	CAP1_2007_Pullman	66
'05WA-303.71'	CAPWA_2007_FortCollins	99
