line	trial	grain yield
'2ND24606'	CAPWUE_2013_NormN-Irr_Aberdeen	5510.27154950002
'2ND24606'	CAPWUE_2013_LowN-Irr_Aberdeen	5442.547061
'2ND24606'	CAPWUE_2013_NormN-Dry_Aberdeen	4525.17
'2AB04-X00008-1'	CAP-2_2007_Aberdeen	5288.22
'2AB04-X00008-1'	CAP-2_2007_Filer	7039.768
'2AB04-X00008-1'	CAP2_2007_BozemanDry	6314.34
'2AB04-X00008-1'	CAP2_2007_BozemanIrr	7327.96
'2AB04-X00017-1'	CAP-2_2007_Aberdeen	6032.488
'2AB04-X00017-1'	CAP-2_2007_Filer	8192.544
'2AB04-X00017-1'	CAP2_2007_BozemanDry	8098.34
'2AB04-X00017-1'	CAP2_2007_BozemanIrr	9808.99
'2AB04-X00017-4'	CAP-2_2007_Aberdeen	5842.224
'2AB04-X00017-4'	CAP-2_2007_Filer	7431.488
'2AB04-X00017-4'	CAP2_2007_BozemanDry	7899.85
'2AB04-X00017-4'	CAP2_2007_BozemanIrr	9778.73
'2AB04-X00018-1'	CAP-2_2007_Aberdeen	5260.24
'2AB04-X00018-1'	CAP-2_2007_Filer	7621.752
'2AB04-X00018-1'	CAP2_2007_BozemanDry	7305.72
'2AB04-X00018-1'	CAP2_2007_BozemanIrr	8358.60
'2AB04-X00018-3'	CAP-2_2007_Aberdeen	4991.632
'2AB04-X00018-3'	CAP-2_2007_Filer	8304.464
'2AB04-X00018-3'	CAP2_2007_BozemanDry	8541.26
'2AB04-X00018-3'	CAP2_2007_BozemanIrr	7828.71
'2AB04-X00018-3'	CAPWUE_2011_Huntley	3098.39
'2AB04-X00018-3'	CAPWUE_2011_HighN_Bozeman	7106.96
'2AB04-X00018-3'	CAPWUE_2011_LowN_Bozeman	7254.10
'2AB04-X00018-3'	CAPWUE_2012_HighN_Bozeman	5865
'2AB04-X00018-3'	CAPWUE_2012_Huntley	3829
'2AB04-X00018-3'	CAPWUE_2012_LowN_Bozeman	1838
'2AB04-X00018-3'	SP2-NormN_2011_Crookston	6398.27
'2AB04-X00018-3'	CAPWUE_2012_NormN-Irr_Aberdeen	6497.99999999998
'2AB04-X00018-3'	CAPWUE_2012_LowN-Irr_Aberdeen	6046
'2AB04-X00018-3'	CAPWUE_2012_NormN-Dry_Aberdeen	2900
'2AB04-X00018-3'	CAPWUE_2013_LowN_Bozeman	5722.3704
'2AB04-X00018-3'	CAPWUE_2013_HighN_Bozeman	5609.036
'2AB04-X00018-3'	CAP2Row_Irr_2012_FtCollins	7826.77
'2AB04-X00018-3'	CAP2Row_Dry_2012_FtCollins	3374.21
'2AB04-X00018-3'	CAPWUE_2013_NormN-Irr_Aberdeen	6757.50774149999
'2AB04-X00018-3'	CAPWUE_2013_LowN-Irr_Aberdeen	5661.713443
'2AB04-X00018-3'	CAPWUE_2013_NormN-Dry_Aberdeen	4016.95
'2AB04-X00021-1'	CAP-2_2007_Aberdeen	5579.212
'2AB04-X00021-1'	CAP-2_2007_Filer	7487.448
'2AB04-X00021-1'	CAP2_2007_BozemanDry	7431.35
'2AB04-X00021-1'	CAP2_2007_BozemanIrr	6668.89
'2AB04-X00022-4'	CAP-2_2007_Aberdeen	5165.108
'2AB04-X00022-4'	CAP-2_2007_Filer	7465.064
'2AB04-X00022-4'	CAP2_2007_BozemanDry	9568.18
'2AB04-X00022-4'	CAP2_2007_BozemanIrr	8998.77
'2AB04-X00026-2'	CAP-2_2007_Aberdeen	5215.472
'2AB04-X00026-2'	CAP-2_2007_Filer	8203.736
'2AB04-X00026-2'	CAP2_2007_BozemanDry	7881.06
'2AB04-X00026-2'	CAP2_2007_BozemanIrr	8887.89
'2AB04-X00026-3'	CAP-2_2007_Aberdeen	5416.928
'2AB04-X00026-3'	CAP-2_2007_Filer	6636.856
'2AB04-X00026-3'	CAP2_2007_BozemanDry	7716.60
'2AB04-X00026-3'	CAP2_2007_BozemanIrr	7909.11
'2AB04-X00027-4'	CAP-2_2007_Aberdeen	4991.632
'2AB04-X00027-4'	CAP-2_2007_Filer	6894.272
'2AB04-X00027-4'	CAP2_2007_BozemanDry	6021.02
'2AB04-X00027-4'	CAP2_2007_BozemanIrr	7825.97
'2AB04-X00027-9'	CAP-2_2007_Aberdeen	5170.704
'2AB04-X00027-9'	CAP-2_2007_Filer	7504.236
'2AB04-X00027-9'	CAP2_2007_BozemanDry	8383.31
'2AB04-X00027-9'	CAP2_2007_BozemanIrr	8595.32
'2AB04-X00030-2'	CAP-2_2007_Aberdeen	5282.624
'2AB04-X00030-2'	CAP-2_2007_Filer	7448.276
'2AB04-X00030-2'	CAP2_2007_BozemanDry	7801.20
'2AB04-X00030-2'	CAP2_2007_BozemanIrr	9279.00
'2AB04-X00031-1'	CAP-2_2007_Aberdeen	5081.168
'2AB04-X00031-1'	CAP-2_2007_Filer	7006.192
'2AB04-X00031-1'	CAP2_2007_BozemanDry	7978.20
'2AB04-X00031-1'	CAP2_2007_BozemanIrr	8316.97
'2AB04-X00102-2'	CAP-2_2007_Aberdeen	5025.208
'2AB04-X00102-2'	CAP-2_2007_Filer	7890.36
'2AB04-X00102-2'	CAP2_2007_BozemanDry	7531.41
'2AB04-X00102-2'	CAP2_2007_BozemanIrr	8404.37
'2AB04-X00103-4'	CAP-2_2007_Aberdeen	4387.264
'2AB04-X00103-4'	CAP-2_2007_Filer	7230.032
'2AB04-X00103-4'	CAP2_2007_BozemanDry	6500.83
'2AB04-X00103-4'	CAP2_2007_BozemanIrr	8270.55
'2AB04-X00103-5'	CAP-2_2007_Aberdeen	4778.984
'2AB04-X00103-5'	CAP-2_2007_Filer	7302.78
'2AB04-X00103-5'	CAP2_2007_BozemanDry	7740.35
'2AB04-X00103-5'	CAP2_2007_BozemanIrr	8011.10
'2AB04-X00104-7'	CAP-2_2007_Aberdeen	4862.924
'2AB04-X00104-7'	CAP-2_2007_Filer	7134.9
'2AB04-X00104-7'	CAP2_2007_BozemanDry	7257.53
'2AB04-X00104-7'	CAP2_2007_BozemanIrr	8341.20
'2AB04-X00104-8'	CAP-2_2007_Aberdeen	5148.32
'2AB04-X00104-8'	CAP-2_2007_Filer	7560.196
'2AB04-X00104-8'	CAP2_2007_BozemanDry	7994.52
'2AB04-X00104-8'	CAP2_2007_BozemanIrr	9434.36
'2AB04-X00104-8'	CAPWUE_2011_Huntley	2885.09
'2AB04-X00104-8'	CAPWUE_2011_HighN_Bozeman	6521.59
'2AB04-X00104-8'	CAPWUE_2011_LowN_Bozeman	6911.94
'2AB04-X00104-8'	CAPWUE_2012_HighN_Bozeman	6586
'2AB04-X00104-8'	CAPWUE_2012_Huntley	4474
'2AB04-X00104-8'	CAPWUE_2012_LowN_Bozeman	2380
'2AB04-X00104-8'	SP2-NormN_2011_Crookston	6404.99
'2AB04-X00104-8'	CAPWUE_2012_NormN-Irr_Aberdeen	6893.50000000003
'2AB04-X00104-8'	CAPWUE_2012_LowN-Irr_Aberdeen	7909
'2AB04-X00104-8'	CAPWUE_2012_NormN-Dry_Aberdeen	6244
'2AB04-X00104-8'	CAPWUE_2013_LowN_Bozeman	6890.8953
'2AB04-X00104-8'	CAPWUE_2013_HighN_Bozeman	6047.9832
'2AB04-X00104-8'	CAP2Row_Irr_2012_FtCollins	6300.41
'2AB04-X00104-8'	CAP2Row_Dry_2012_FtCollins	2583.83
'2AB04-X00104-8'	CAPWUE_2013_NormN-Irr_Aberdeen	7483.55901600001
'2AB04-X00104-8'	CAPWUE_2013_LowN-Irr_Aberdeen	6887.899084
'2AB04-X00104-8'	CAPWUE_2013_NormN-Dry_Aberdeen	6196.46
'2AB04-X01025-2'	CAP-2_2007_Aberdeen	4549.548
'2AB04-X01025-2'	CAP-2_2007_Filer	6692.816
'2AB04-X01025-2'	CAP2_2007_BozemanDry	7923.17
'2AB04-X01025-2'	CAP2_2007_BozemanIrr	7706.04
'2AB04-X01027-1'	CAP-2_2007_Aberdeen	4605.508
'2AB04-X01027-1'	CAP-2_2007_Filer	7207.648
'2AB04-X01027-1'	CAP2_2007_BozemanDry	8120.96
'2AB04-X01027-1'	CAP2_2007_BozemanIrr	8822.78
'2AB04-X01027-2'	CAP-2_2007_Aberdeen	4795.772
'2AB04-X01027-2'	CAP-2_2007_Filer	6653.644
'2AB04-X01027-2'	CAP2_2007_BozemanDry	7226.08
'2AB04-X01027-2'	CAP2_2007_BozemanIrr	8026.77
'2AB04-X01029-3'	CAP-2_2007_Aberdeen	5193.088
'2AB04-X01029-3'	CAP-2_2007_Filer	7011.788
'2AB04-X01029-3'	CAP2_2007_BozemanDry	7321.50
'2AB04-X01029-3'	CAP2_2007_BozemanIrr	6656.94
'2AB04-X01029-5'	CAP-2_2007_Aberdeen	5153.916
'2AB04-X01029-5'	CAP-2_2007_Filer	6944.636
'2AB04-X01029-5'	CAP2_2007_BozemanDry	7156.02
'2AB04-X01029-5'	CAP2_2007_BozemanIrr	8967.53
'2AB04-X01029-7'	CAP-2_2007_Aberdeen	5081.168
'2AB04-X01029-7'	CAP-2_2007_Filer	8114.2
'2AB04-X01029-7'	CAP2_2007_BozemanDry	7157.74
'2AB04-X01029-7'	CAP2_2007_BozemanIrr	8052.46
'2AB04-X01030-1'	CAP-2_2007_Aberdeen	4935.672
'2AB04-X01030-1'	CAP-2_2007_Filer	7576.984
'2AB04-X01030-1'	CAP2_2007_BozemanDry	6670.08
'2AB04-X01030-1'	CAP2_2007_BozemanIrr	7971.58
'2AB04-X01033-3'	CAP-2_2007_Aberdeen	5791.86
'2AB04-X01033-3'	CAP-2_2007_Filer	7509.832
'2AB04-X01033-3'	CAP2_2007_BozemanDry	8680.03
'2AB04-X01033-3'	CAP2_2007_BozemanIrr	9629.30
'2AB04-X01033-6'	CAP-2_2007_Aberdeen	5316.2
'2AB04-X01033-6'	CAP-2_2007_Filer	6687.22
'2AB04-X01033-6'	CAP2_2007_BozemanDry	7669.16
'2AB04-X01033-6'	CAP2_2007_BozemanIrr	9028.28
'2AB04-X01037-1'	CAP-2_2007_Aberdeen	5366.564
'2AB04-X01037-1'	CAP-2_2007_Filer	6692.816
'2AB04-X01037-1'	CAP2_2007_BozemanDry	6870.99
'2AB04-X01037-1'	CAP2_2007_BozemanIrr	8350.36
'2AB04-X01039-2'	CAP-2_2007_Aberdeen	5355.372
'2AB04-X01039-2'	CAP-2_2007_Filer	7694.5
'2AB04-X01039-2'	CAP2_2007_BozemanDry	7895.43
'2AB04-X01039-2'	CAP2_2007_BozemanIrr	9261.77
'2AB04-X01039-2'	CAPWUE_2011_Huntley	3133.06
'2AB04-X01039-2'	CAPWUE_2011_HighN_Bozeman	7454.05
'2AB04-X01039-2'	CAPWUE_2011_LowN_Bozeman	7146.32
'2AB04-X01039-2'	CAPWUE_2012_HighN_Bozeman	5460
'2AB04-X01039-2'	CAPWUE_2012_Huntley	3874
'2AB04-X01039-2'	CAPWUE_2012_LowN_Bozeman	2345
'2AB04-X01039-2'	SP2-NormN_2011_Crookston	4442.49
'2AB04-X01039-2'	CAPWUE_2012_NormN-Irr_Aberdeen	7698.00000000001
'2AB04-X01039-2'	CAPWUE_2012_NormN-Dry_Aberdeen	3462
'2AB04-X01039-2'	CAPWUE_2013_LowN_Bozeman	6868.8567
'2AB04-X01039-2'	CAPWUE_2013_HighN_Bozeman	6680.5272
'2AB04-X01039-2'	CAP2Row_Irr_2012_FtCollins	7579.61
'2AB04-X01039-2'	CAP2Row_Dry_2012_FtCollins	4819.41
'2AB04-X01039-2'	CAPWUE_2013_NormN-Irr_Aberdeen	7990.38320199999
'2AB04-X01039-2'	CAPWUE_2013_LowN-Irr_Aberdeen	8498.61357
'2AB04-X01039-2'	CAPWUE_2013_NormN-Dry_Aberdeen	4486.08
'2AB04-X01074-5'	CAP-2_2007_Aberdeen	4997.228
'2AB04-X01074-5'	CAP-2_2007_Filer	7448.276
'2AB04-X01074-5'	CAP2_2007_BozemanDry	7316.11
'2AB04-X01074-5'	CAP2_2007_BozemanIrr	7483.32
'2AB04-X01076-3'	CAP-2_2007_Aberdeen	5243.452
'2AB04-X01076-3'	CAP-2_2007_Filer	7728.076
'2AB04-X01076-3'	CAP2_2007_BozemanDry	9158.81
'2AB04-X01076-3'	CAP2_2007_BozemanIrr	8917.29
'2AB04-X01082-10'	CAP-2_2007_Aberdeen	5366.564
'2AB04-X01082-10'	CAP-2_2007_Filer	7095.728
'2AB04-X01082-10'	CAP2_2007_BozemanDry	8650.03
'2AB04-X01082-10'	CAP2_2007_BozemanIrr	9302.43
'2AB04-X01082-12'	CAP-2_2007_Aberdeen	4997.228
'2AB04-X01082-12'	CAP-2_2007_Filer	6211.56
'2AB04-X01082-12'	CAP2_2007_BozemanDry	6907.23
'2AB04-X01082-12'	CAP2_2007_BozemanIrr	8355.64
'2AB04-X01082-15'	CAP-2_2007_Aberdeen	5232.26
'2AB04-X01082-15'	CAP-2_2007_Filer	5422.524
'2AB04-X01082-15'	CAP2_2007_BozemanDry	8086.01
'2AB04-X01082-15'	CAP2_2007_BozemanIrr	7780.14
'2AB04-X01082-5'	CAP-2_2007_Aberdeen	5310.604
'2AB04-X01082-5'	CAP-2_2007_Filer	7705.692
'2AB04-X01082-5'	CAP2_2007_BozemanDry	7285.58
'2AB04-X01082-5'	CAP2_2007_BozemanIrr	8498.82
'2AB04-X01083-9'	CAP-2_2007_Aberdeen	5349.776
'2AB04-X01083-9'	CAP-2_2007_Filer	6927.848
'2AB04-X01083-9'	CAP2_2007_BozemanDry	8417.56
'2AB04-X01083-9'	CAP2_2007_BozemanIrr	7694.95
'2AB04-X01084-15'	CAP-2_2007_Aberdeen	5405.736
'2AB04-X01084-15'	CAP-2_2007_Filer	6648.048
'2AB04-X01084-15'	CAP2_2007_BozemanDry	8061.40
'2AB04-X01084-15'	CAP2_2007_BozemanIrr	8718.32
'2AB04-X01084-17'	CAP-2_2007_Aberdeen	4801.368
'2AB04-X01084-17'	CAP-2_2007_Filer	7146.092
'2AB04-X01084-17'	CAP2_2007_BozemanDry	9059.40
'2AB04-X01084-17'	CAP2_2007_BozemanIrr	9645.07
'2AB04-X01084-26'	CAP-2_2007_Aberdeen	5081.168
'2AB04-X01084-26'	CAP-2_2007_Filer	7078.94
'2AB04-X01084-26'	CAP2_2007_BozemanDry	8027.20
'2AB04-X01084-26'	CAP2_2007_BozemanIrr	8272.60
'2AB04-X01084-27'	CAP-2_2007_Aberdeen	5523.252
'2AB04-X01084-27'	CAP-2_2007_Filer	7397.912
'2AB04-X01084-27'	CAP2_2007_BozemanDry	8346.37
'2AB04-X01084-27'	CAP2_2007_BozemanIrr	8738.13
'2AB04-X01084-6'	CAP-2_2007_Aberdeen	4997.228
'2AB04-X01084-6'	CAP-2_2007_Filer	6866.292
'2AB04-X01084-6'	CAP2_2007_BozemanDry	8318.21
'2AB04-X01084-6'	CAP2_2007_BozemanIrr	8213.04
'2AB04-X01085-13'	CAP-2_2007_Aberdeen	5019.612
'2AB04-X01085-13'	CAP-2_2007_Filer	6737.584
'2AB04-X01085-13'	CAP2_2007_BozemanDry	8204.59
'2AB04-X01085-13'	CAP2_2007_BozemanIrr	8801.51
'2AB04-X01085-14'	CAP-2_2007_Aberdeen	4935.672
'2AB04-X01085-14'	CAP-2_2007_Filer	7593.772
'2AB04-X01085-14'	CAP2_2007_BozemanDry	8672.17
'2AB04-X01085-14'	CAP2_2007_BozemanIrr	8873.19
'2AB04-X01085-3'	CAP-2_2007_Aberdeen	4555.144
'2AB04-X01085-3'	CAP-2_2007_Filer	6368.248
'2AB04-X01085-3'	CAP2_2007_BozemanDry	7333.29
'2AB04-X01085-3'	CAP2_2007_BozemanIrr	6565.50
'2AB04-X01085-6'	CAP-2_2007_Aberdeen	5338.584
'2AB04-X01085-6'	CAP-2_2007_Filer	7230.032
'2AB04-X01085-6'	CAP2_2007_BozemanDry	8621.01
'2AB04-X01085-6'	CAP2_2007_BozemanIrr	7545.62
'2AB04-X01085-6'	CAPWUE_2011_Huntley	2844.30
'2AB04-X01085-6'	CAPWUE_2011_HighN_Bozeman	7453.19
'2AB04-X01085-6'	CAPWUE_2011_LowN_Bozeman	6101.46
'2AB04-X01085-6'	CAPWUE_2012_HighN_Bozeman	5961
'2AB04-X01085-6'	CAPWUE_2012_Huntley	4034
'2AB04-X01085-6'	CAPWUE_2012_LowN_Bozeman	2081
'2AB04-X01085-6'	SP2-NormN_2011_Crookston	6546.13
'2AB04-X01085-6'	CAPWUE_2012_NormN-Irr_Aberdeen	6195.5
'2AB04-X01085-6'	CAPWUE_2012_LowN-Irr_Aberdeen	5268
'2AB04-X01085-6'	CAPWUE_2012_NormN-Dry_Aberdeen	3007
'2AB04-X01085-6'	CAPWUE_2013_LowN_Bozeman	4984.0773
'2AB04-X01085-6'	CAPWUE_2013_HighN_Bozeman	6742.8232
'2AB04-X01085-6'	CAP2Row_Irr_2012_FtCollins	7469.95
'2AB04-X01085-6'	CAP2Row_Dry_2012_FtCollins	4069.72
'2AB04-X01085-6'	CAPWUE_2013_NormN-Irr_Aberdeen	6961.638799
'2AB04-X01085-6'	CAPWUE_2013_LowN-Irr_Aberdeen	6855.30576200002
'2AB04-X01085-6'	CAPWUE_2013_NormN-Dry_Aberdeen	4153.78
'2AB04-X01093-3'	CAP-2_2007_Aberdeen	4790.176
'2AB04-X01093-3'	CAP-2_2007_Filer	7795.228
'2AB04-X01093-3'	CAP2_2007_BozemanDry	8035.98
'2AB04-X01093-3'	CAP2_2007_BozemanIrr	7887.89
'2AB04-X01093-6'	CAP-2_2007_Aberdeen	4862.924
'2AB04-X01093-6'	CAP-2_2007_Filer	7588.176
'2AB04-X01093-6'	CAP2_2007_BozemanDry	7448.05
'2AB04-X01093-6'	CAP2_2007_BozemanIrr	8286.55
'2AB04-X01095-10'	CAP-2_2007_Aberdeen	4314.516
'2AB04-X01095-10'	CAP-2_2007_Filer	7319.568
'2AB04-X01095-10'	CAP2_2007_BozemanDry	6269.43
'2AB04-X01095-10'	CAP2_2007_BozemanIrr	8310.83
'2ND26306'	Expt41_2007_Langdon	3220.97610872
'2ND26306'	CAP2_2007_BozemanDry	7674.86
'2ND26306'	CAP2_2007_BozemanIrr	8716.86
'2ND26307'	Expt41_2007_Langdon	2822.85610872
'2ND26307'	CAP2_2007_BozemanDry	6716.87
'2ND26307'	CAP2_2007_BozemanIrr	7158.39
'2ND26307'	CAPWUE_2011_Huntley	3330.28
'2ND26307'	CAPWUE_2011_HighN_Bozeman	6567.76
'2ND26307'	CAPWUE_2011_LowN_Bozeman	6168.61
'2ND26307'	CAPWUE_2012_HighN_Bozeman	4637
'2ND26307'	CAPWUE_2012_Huntley	3341
'2ND26307'	CAPWUE_2012_LowN_Bozeman	1592
'2ND26307'	SP2-NormN_2011_Crookston	5450.62
'2ND26307'	CAPWUE_2012_NormN-Irr_Aberdeen	3564.50000000005
'2ND26307'	CAPWUE_2012_LowN-Irr_Aberdeen	1269.00000000001
'2ND26307'	CAPWUE_2012_NormN-Dry_Aberdeen	2302
'2ND26307'	CAPWUE_2013_LowN_Bozeman	5270.5791
'2ND26307'	CAPWUE_2013_HighN_Bozeman	6255.4768
'2ND26307'	CAP2Row_Irr_2012_FtCollins	6755.41
'2ND26307'	CAP2Row_Dry_2012_FtCollins	3401.30
'2ND26307'	CAPWUE_2013_NormN-Irr_Aberdeen	6450.97369700001
'2ND26307'	CAPWUE_2013_LowN-Irr_Aberdeen	5877.00735000003
'2ND26307'	CAPWUE_2013_NormN-Dry_Aberdeen	3606.46
'2ND26308'	Expt41_2007_Langdon	2532.33610872
'2ND26308'	CAP2_2007_BozemanDry	5718.39
'2ND26308'	CAP2_2007_BozemanIrr	7537.33
'2ND26309'	Expt41_2007_Langdon	2838.99610872
'2ND26309'	CAP2_2007_BozemanDry	5951.88
'2ND26309'	CAP2_2007_BozemanIrr	6165.61
'2ND26310'	Expt41_2007_Langdon	3409.27610872
'2ND26310'	CAP2_2007_BozemanDry	6810.52
'2ND26310'	CAP2_2007_BozemanIrr	6661.84
'2ND26311'	Expt41_2007_Langdon	3355.47610872
'2ND26311'	CAP2_2007_BozemanDry	6844.34
'2ND26311'	CAP2_2007_BozemanIrr	6370.45
'2ND26312'	Expt41_2007_Langdon	3920.37610872
'2ND26312'	CAP2_2007_BozemanDry	6891.40
'2ND26312'	CAP2_2007_BozemanIrr	7108.36
'2ND26313'	Expt41_2007_Langdon	4307.73610872
'2ND26313'	CAP2_2007_BozemanDry	7528.55
'2ND26313'	CAP2_2007_BozemanIrr	8012.29
'2ND26313'	CAPWUE_2011_Huntley	2597.55
'2ND26313'	CAPWUE_2011_HighN_Bozeman	6984.36
'2ND26313'	CAPWUE_2011_LowN_Bozeman	6207.74
'2ND26313'	CAPWUE_2012_HighN_Bozeman	5460
'2ND26313'	CAPWUE_2012_Huntley	3185
'2ND26313'	CAPWUE_2012_LowN_Bozeman	1674
'2ND26313'	SP2-NormN_2011_Crookston	5168.35
'2ND26313'	CAPWUE_2012_NormN-Irr_Aberdeen	5848
'2ND26313'	CAPWUE_2012_LowN-Irr_Aberdeen	5656
'2ND26313'	CAPWUE_2012_NormN-Dry_Aberdeen	3248
'2ND26313'	CAPWUE_2013_LowN_Bozeman	5564.7465
'2ND26313'	CAPWUE_2013_HighN_Bozeman	6347.004
'2ND26313'	CAP2Row_Irr_2012_FtCollins	7077.42
'2ND26313'	CAP2Row_Dry_2012_FtCollins	3809.59
'2ND26313'	CAPWUE_2013_NormN-Irr_Aberdeen	7602.41942050001
'2ND26313'	CAPWUE_2013_LowN-Irr_Aberdeen	7577.45370899997
'2ND26313'	CAPWUE_2013_NormN-Dry_Aberdeen	2247.93
'2ND26314'	Expt41_2007_Langdon	4431.47610872
'2ND26314'	CAP2_2007_BozemanDry	6006.38
'2ND26314'	CAP2_2007_BozemanIrr	6401.10
'2ND26315'	Expt41_2007_Langdon	3990.31610872
'2ND26315'	CAP2_2007_BozemanDry	5653.39
'2ND26315'	CAP2_2007_BozemanIrr	6588.06
'2ND26316'	Expt41_2007_Langdon	3818.15610872
'2ND26316'	CAP2_2007_BozemanDry	6378.32
'2ND26316'	CAP2_2007_BozemanIrr	6206.70
'2ND26317'	Expt41_2007_Langdon	4221.65610872
'2ND26317'	CAP2_2007_BozemanDry	6311.17
'2ND26317'	CAP2_2007_BozemanIrr	6847.84
'2ND26318'	Expt41_2007_Langdon	4232.41610872
'2ND26318'	CAP2_2007_BozemanDry	7207.18
'2ND26318'	CAP2_2007_BozemanIrr	7734.15
'2ND26318'	CAPWUE_2011_Huntley	2896.16
'2ND26318'	CAPWUE_2011_HighN_Bozeman	6516.55
'2ND26318'	CAPWUE_2011_LowN_Bozeman	5965.73
'2ND26318'	CAPWUE_2012_HighN_Bozeman	5082
'2ND26318'	CAPWUE_2012_Huntley	3735
'2ND26318'	CAPWUE_2012_LowN_Bozeman	1840
'2ND26318'	SP2-NormN_2011_Crookston	4644.12
'2ND26318'	CAPWUE_2012_NormN-Irr_Aberdeen	5610.50000000001
'2ND26318'	CAPWUE_2012_LowN-Irr_Aberdeen	4798.00000000001
'2ND26318'	CAPWUE_2012_NormN-Dry_Aberdeen	3963
'2ND26318'	CAPWUE_2013_LowN_Bozeman	5325.1965
'2ND26318'	CAPWUE_2013_HighN_Bozeman	6454.824
'2ND26318'	CAP2Row_Irr_2012_FtCollins	7305.73
'2ND26318'	CAP2Row_Dry_2012_FtCollins	2959.05
'2ND26318'	CAPWUE_2013_NormN-Irr_Aberdeen	7651.52835549999
'2ND26318'	CAPWUE_2013_LowN-Irr_Aberdeen	7697.18747500001
'2ND26318'	CAPWUE_2013_NormN-Dry_Aberdeen	4290.61
'2ND26319'	Expt41_2007_Langdon	3839.67610872
'2ND26319'	CAP2_2007_BozemanDry	7490.91
'2ND26319'	CAP2_2007_BozemanIrr	7655.26
'2ND26320'	Expt41_2007_Langdon	4646.67610872
'2ND26320'	CAP2_2007_BozemanDry	7616.65
'2ND26320'	CAP2_2007_BozemanIrr	7300.12
'2ND26321'	Expt41_2007_Langdon	3683.65610872
'2ND26321'	CAP2_2007_BozemanDry	6641.43
'2ND26321'	CAP2_2007_BozemanIrr	7787.89
'2ND26322'	Expt41_2007_Langdon	3683.65610872
'2ND26322'	CAP2_2007_BozemanDry	7395.92
'2ND26322'	CAP2_2007_BozemanIrr	6842.18
'2ND26323'	Expt41_2007_Langdon	4081.77610872
'2ND26323'	CAP2_2007_BozemanDry	6734.75
'2ND26323'	CAP2_2007_BozemanIrr	7447.94
'2ND26324'	Expt41_2007_Langdon	4345.39610872
'2ND26324'	CAP2_2007_BozemanDry	6517.73
'2ND26324'	CAP2_2007_BozemanIrr	5826.52
'2ND26325'	Expt41_2007_Langdon	3366.23610872
'2ND26325'	CAP2_2007_BozemanDry	6347.25
'2ND26325'	CAP2_2007_BozemanIrr	4781.02
'2ND26326'	Expt41_2007_Langdon	4065.63610872
'2ND26326'	CAP2_2007_BozemanDry	7579.76
'2ND26326'	CAP2_2007_BozemanIrr	7615.95
'2ND26327'	Expt41_2007_Langdon	3516.87610872
'2ND26327'	CAP2_2007_BozemanDry	6073.04
'2ND26327'	CAP2_2007_BozemanIrr	7027.21
'2ND26328'	Expt41_2007_Langdon	3355.47610872
'2ND26328'	CAP2_2007_BozemanDry	8239.86
'2ND26328'	CAP2_2007_BozemanIrr	8165.54
'2ND26329'	Expt41_2007_Langdon	3554.53610872
'2ND26329'	CAP2_2007_BozemanDry	6925.76
'2ND26329'	CAP2_2007_BozemanIrr	7635.50
'2ND26330'	Expt41_2007_Langdon	3802.01610872
'2ND26330'	CAP2_2007_BozemanDry	7372.44
'2ND26330'	CAP2_2007_BozemanIrr	7572.71
'2ND26330'	CAPWUE_2011_Huntley	3056.18
'2ND26330'	CAPWUE_2011_HighN_Bozeman	6886.41
'2ND26330'	CAPWUE_2011_LowN_Bozeman	5820.92
'2ND26330'	CAPWUE_2012_HighN_Bozeman	5552
'2ND26330'	CAPWUE_2012_Huntley	4317
'2ND26330'	CAPWUE_2012_LowN_Bozeman	1266
'2ND26330'	SP2-NormN_2011_Crookston	6801.52
'2ND26330'	CAPWUE_2012_NormN-Irr_Aberdeen	5554.50000000002
'2ND26330'	CAPWUE_2012_LowN-Irr_Aberdeen	4305
'2ND26330'	CAPWUE_2012_NormN-Dry_Aberdeen	2255
'2ND26330'	CAPWUE_2013_LowN_Bozeman	5310.8235
'2ND26330'	CAPWUE_2013_HighN_Bozeman	5580.284
'2ND26330'	CAP2Row_Irr_2012_FtCollins	6584.35
'2ND26330'	CAP2Row_Dry_2012_FtCollins	4240.10
'2ND26330'	CAPWUE_2013_NormN-Irr_Aberdeen	6799.658662
'2ND26330'	CAPWUE_2013_LowN-Irr_Aberdeen	6848.704954
'2ND26330'	CAPWUE_2013_NormN-Dry_Aberdeen	5424.35
'2ND26331'	Expt41_2007_Langdon	3527.63610872
'2ND26331'	CAP2_2007_BozemanDry	6498.08
'2ND26331'	CAP2_2007_BozemanIrr	7444.28
'2ND26332'	Expt41_2007_Langdon	2995.01610872
'2ND26332'	CAP2_2007_BozemanDry	6596.41
'2ND26332'	CAP2_2007_BozemanIrr	5787.64
'2ND26333'	Expt41_2007_Langdon	2995.01610872
'2ND26333'	CAP2_2007_BozemanDry	7606.80
'2ND26333'	CAP2_2007_BozemanIrr	7738.14
'2ND26334'	Expt41_2007_Langdon	3274.77610872
'2ND26334'	CAP2_2007_BozemanDry	7325.75
'2ND26334'	CAP2_2007_BozemanIrr	6611.60
'2ND26335'	Expt41_2007_Langdon	3963.41610872
'2ND26335'	CAP2_2007_BozemanDry	5701.53
'2ND26335'	CAP2_2007_BozemanIrr	6446.76
'2ND26336'	Expt41_2007_Langdon	3640.61610872
'2ND26336'	CAP2_2007_BozemanDry	6907.82
